'	exclamation	lex112884.1_ἒ
γενναιοτάτων	adjective	lex16083.1_γενναῖος
γενναιότατος	adjective	lex16083.1_γενναῖος
γενναίου	adjective	lex16083.1_γενναῖος
γενναῖον	adjective	lex16083.1_γενναῖος
γενναῖος	adjective	lex16083.1_γενναῖος
γεννηθέντα	verb	lex16074.1_γεννάω
γεννηθέντος	verb	lex16074.1_γεννάω
γεννηθέντων	verb	lex16074.1_γεννάω
γεννηθείσα	verb	lex16074.1_γεννάω
γεννηθείσης	verb	lex16074.1_γεννάω
γεννηθεῖσα	verb	lex16074.1_γεννάω
γεννηθεῖσαν	verb	lex16074.1_γεννάω
γεννηθέντα	verb	lex16074.1_γεννάω
γεννηθῆναι	verb	lex16074.1_γεννάω
γεννηθῇ	verb	lex16074.1_γεννάω
γεννητικά	adjective	lex16090.1_γεννητικός
γεννωμένη	verb	lex16074.1_γεννάω
γεννωμένοις	verb	lex16074.1_γεννάω
γεννώμενα	verb	lex16074.1_γεννάω
γεννήσας	verb	lex16074.1_γεννάω
γεννώμενα	verb	lex16074.1_γεννάω
γεννώμενος	verb	lex16074.1_γεννάω
γεννᾶται	verb	lex16074.1_γεννάω
γεννᾷ	verb	lex16074.1_γεννάω
γεννῶσα	verb	lex16074.1_γεννάω
γεννῶσαν	verb	lex16074.1_γεννάω
γενοίατο	verb	lex15628.1_γίγνομαι
γενομένας	verb	lex15628.1_γίγνομαι
γενομένη	verb	lex15628.1_γίγνομαι
γενομένην	verb	lex15628.1_γίγνομαι
γενομένης	verb	lex15628.1_γίγνομαι
γενομένου	verb	lex15628.1_γίγνομαι
γενομένους	verb	lex15628.1_γίγνομαι
γενομένων	verb	lex15628.1_γίγνομαι
γενομένῳ	verb	lex15628.1_γίγνομαι
γενομένη	verb	lex15628.1_γίγνομαι
γενομένης	verb	lex15628.1_γίγνομαι
γενομένου	verb	lex15628.1_γίγνομαι
γενόμενα	verb	lex15628.1_γίγνομαι
γενόμεναι	verb	lex15628.1_γίγνομαι
γενόμενοι	verb	lex15628.1_γίγνομαι
γενόμενον	verb	lex15628.1_γίγνομαι
γενόμενος	verb	lex15628.1_γίγνομαι
γενέσεως	noun	lex15580.1_γένεσις
γενέσθαι	verb	lex15628.1_γίγνομαι
γενέσθω	verb	lex15628.1_γίγνομαι
γενόμενοι	verb	lex15628.1_γίγνομαι
γενόμενον	verb	lex15628.1_γίγνομαι
γενόμενος	verb	lex15628.1_γίγνομαι
γενῶν	noun	lex16020.1_γενή
γενῶν	noun	lex15587.1_γένος
γεραίτερον	adjective	lex16113.1_γεραιός
γεραιέ	adjective	lex16113.1_γεραιός
γεραιός	adjective	lex16113.1_γεραιός
γεραιὰς	adjective	lex16113.1_γεραιός
γεραιὲ	adjective	lex16113.1_γεραιός
γεραιὸν	adjective	lex16113.1_γεραιός
γεραιὸς	adjective	lex16113.1_γεραιός
γεραιός	adjective	lex16113.1_γεραιός
γεραρὸν	adjective	lex16131.1_γεραρός
γερασμίους	adjective	lex16109.1_γεράσμιος
γεραόχων	adjective	lex16135.1_γεραόχος
γεροντικῆς	adjective	lex16158.1_γεροντικός
γερούσιον	adjective	lex16171.1_γερούσιος
γερόντων	noun	lex15605.1_γέρων
γεράνους	noun	lex15595.1_γέρανος
γευστικῶς	adjective	lex16187.1_γευστικός
γεφύρας	noun	lex15606.1_γέφυρα
γεφύρῃ	noun	lex15606.1_γέφυρα
γεωργία	noun	lex16229.1_γεωργία
γεωργὸς	adjective	lex16233.1_γεωργός
γεύσασθαι	verb	lex16249.1_γεύω
γεώργια	noun	lex16259.1_γεώργιον
γείνατο	verb	lex15918.1_γείνομαι
γηγενεῖς	adjective	lex16273.1_γηγενής
γηθήσαι	verb	lex16275.1_γηθέω
γηθήσει	verb	lex16275.1_γηθέω
γηράσας	verb	lex16295.1_γηράσκω
γηράσας	verb	http://data.perseus.org/collections/_γηοριξ
γηράσας	verb	lex16296.1_γηράω
γηράσασαν	verb	lex16295.1_γηράσκω
γηράσασαν	verb	lex16296.1_γηράω
γηράσει	verb	lex16295.1_γηράσκω
γηράσει	verb	lex16296.1_γηράω
γηρὰς	verb	lex16295.1_γηράσκω
γιγάντων	noun	lex15623.1_γίγας
γιγνομένῃ	verb	lex15628.1_γίγνομαι
γιγνομένης	verb	lex15628.1_γίγνομαι
γιγνόμενα	verb	lex15628.1_γίγνομαι
γινομένας	verb	lex15628.1_γίγνομαι
γινομένη	verb	lex15628.1_γίγνομαι
γινομένης	verb	lex15628.1_γίγνομαι
γινομένου	verb	lex15628.1_γίγνομαι
γινομένους	verb	lex15628.1_γίγνομαι
γινομένην	verb	lex15628.1_γίγνομαι
γινομένης	verb	lex15628.1_γίγνομαι
γινομένου	verb	lex15628.1_γίγνομαι
γινωσκέτω	verb	lex16343.1_γιγνώσκω
γινωσκομένων	verb	lex16343.1_γιγνώσκω
γινόμενα	verb	lex15628.1_γίγνομαι
γινόμενον	verb	lex15628.1_γίγνομαι
γινόμενος	verb	lex15628.1_γίγνομαι
γινώσκει	verb	lex16343.1_γιγνώσκω
γινώσκειν	verb	lex16343.1_γιγνώσκω
γινώσκεσθαι	verb	lex16343.1_γιγνώσκω
γινώσκοις	verb	lex16343.1_γιγνώσκω
γινώσκοντα	verb	lex16343.1_γιγνώσκω
γινώσκων	verb	lex16343.1_γιγνώσκω
γινόμεθ'	verb	lex15628.1_γίγνομαι
γινόμενα	verb	lex15628.1_γίγνομαι
γινόμενος	verb	lex15628.1_γίγνομαι
γινώσκων	verb	lex16343.1_γιγνώσκω
γλήνεα	noun	lex16598.1_γλῆνος
γλήνη	noun	lex16361.1_γλήνη
γλήνη	noun	lex16598.1_γλῆνος
γλαυκὴ	adjective	lex16403.1_γλαυκός
γλαυκώ	adjective	lex16403.1_γλαυκός
γλαυκῶπι	noun	lex16413.1_γλαυκῶπις
γλαυκῶπιν	noun	lex16413.1_γλαυκῶπις
γλαυκῶπις	noun	lex16413.1_γλαυκῶπις
γλαφυρόν	adjective	lex16418.1_γλαφυρός
γλαφυρὰς	adjective	lex16418.1_γλαφυρός
γλαφυρῇ	adjective	lex16418.1_γλαφυρός
γλαφυρῇσιν	adjective	lex16418.1_γλαφυρός
γλαφυρῷ	adjective	lex16418.1_γλαφυρός
γλαύκα	noun	lex16424.1_γλαύξ
γλαῦκε	noun	lex16424.1_γλαύξ
γλαῦκε	noun	lex16427.1_γλαῦκος
γλουτούς	noun	lex16467.1_γλουτός
γλουτόν	noun	lex16467.1_γλουτός
γλουτὸν	noun	lex16467.1_γλουτός
γλυκέως	adjective	lex16524.1_γλυκύς
γλυκίω	adjective	lex16524.1_γλυκύς
γλυκίω	adjective	lex16583.1_γλύκιος
γλυκίων	adjective	lex16524.1_γλυκύς
γλυκίων	adjective	lex16583.1_γλύκιος
γλυκυτέρα	adjective	lex16524.1_γλυκύς
γλυκὺ	adjective	lex16524.1_γλυκύς
γλυκὺς	adjective	lex16524.1_γλυκύς
γλυφίδας	noun	lex16540.1_γλυφίς
γλωσσογράφοι	adjective	lex16554.1_γλωσσογράφος
γλωσσογράφοι	adjective	lex16554.1_γλωσσογράφος
γλώσσαις	noun	lex16600.1_γλῶσσα
γλώσσης	noun	lex16600.1_γλῶσσα
γλώτταις	noun	lex16600.1_γλῶσσα
γλῶσσα	noun	lex16600.1_γλῶσσα
γλῶσσαι	noun	lex16600.1_γλῶσσα
γλῶσσαν	noun	lex16600.1_γλῶσσα
γνήσιον	adjective	lex16609.1_γνήσιος
γναθμοῖο	noun	lex16612.1_γναθμός
γνησίοις	adjective	lex16609.1_γνήσιος
γνησίους	adjective	lex16609.1_γνήσιος
γνησίους	verb	lex16626.1_γνησιόω
γνοίη	verb	lex16343.1_γιγνώσκω
γνοίης	verb	lex16343.1_γιγνώσκω
γνοὺς	verb	lex16343.1_γιγνώσκω
γνούς	verb	lex16343.1_γιγνώσκω
γνοῖεν	verb	lex16343.1_γιγνώσκω
γνωμικώτερον	adjective	lex16641.1_γνωμικός
γνωμικὸν	adjective	lex16641.1_γνωμικός
γνωμικῶς	adjective	lex16641.1_γνωμικός
γνωρίσματα	noun	lex16686.1_γνώρισμα
γνωριμώτερον	adjective	lex16684.1_γνώριμος
γνωρισμὸν	noun	lex16658.1_γνωρισμός
γνωρίζεται	verb	lex16656.1_γνωρίζω
γνωρίζων	verb	lex16656.1_γνωρίζω
γνωσθεὶς	verb	lex16343.1_γιγνώσκω
γνωτοῦ	adjective	lex16677.1_γνωτός
γνωτὸν	adjective	lex16677.1_γνωτός
γνωτὸς	adjective	lex16677.1_γνωτός
γνόντα	verb	lex16343.1_γιγνώσκω
γνώμεναι	verb	lex16343.1_γιγνώσκω
γνώμη	noun	lex16682.1_γνώμη
γνώμην	noun	lex16682.1_γνώμη
γνώμῃ	noun	lex16682.1_γνώμη
γνώριμος	adjective	lex16684.1_γνώριμος
γνώσεται	verb	lex16343.1_γιγνώσκω
γνώσομαι	verb	lex16343.1_γιγνώσκω
γνάθον	noun	lex16601.1_γνάθος
γνήσια	adjective	lex16609.1_γνήσιος
γνήσιον	adjective	lex16609.1_γνήσιος
γνὺξ	adverb	lex16680.1_γνύξ
γνώμῃ	noun	lex16682.1_γνώμη
γνώσῃ	noun	lex16689.1_γνῶσις
γνώσῃ	verb	lex16343.1_γιγνώσκω
γνῶ	verb	lex16343.1_γιγνώσκω
γνῶμεν	verb	lex16343.1_γιγνώσκω
γνῶναι	verb	lex16343.1_γιγνώσκω
γνῶσι	verb	lex16343.1_γιγνώσκω
γνῶσι	noun	lex16689.1_γνῶσις
γνῶσιν	verb	lex16343.1_γιγνώσκω
γνῶσιν	noun	lex16689.1_γνῶσις
γνῶσις	noun	lex16689.1_γνῶσις
γοεροῦ	adjective	lex16724.1_γοερός
γονάτων	noun	lex17258.1_γόνυ
γονάτων	verb	lex16754.1_γονάω
γονέας	noun	lex16764.1_γονεύς
γονέων	noun	lex16764.1_γονεύς
γονέων	verb	lex16754.1_γονάω
γονέων	noun	lex16755.1_γονή
γονίμῳ	adjective	lex17256.1_γόνιμος
γονεῖς	verb	lex16754.1_γονάω
γονεῖς	noun	lex16764.1_γονεύς
γονεῦσιν	noun	lex16764.1_γονεύς
γονάτων	verb	lex16754.1_γονάω
γονάτων	noun	lex17258.1_γόνυ
γονῆς	verb	lex16754.1_γονάω
γονῆς	noun	lex16764.1_γονεύς
γονῆς	noun	lex16755.1_γονή
γοργῷ	adjective	lex16800.1_γοργός
γουναζέσθην	verb	lex16811.1_γουνάζομαι
γουνῷ	noun	lex16819.1_γουνός
γούνατ'	noun	lex17258.1_γόνυ
γούνατα	noun	lex17258.1_γόνυ
γούνων	noun	lex17258.1_γόνυ
γούνασι	noun	lex17258.1_γόνυ
γούνασιν	noun	lex17258.1_γόνυ
γούνεσσϊ	noun	lex17258.1_γόνυ
γούνων	noun	lex17258.1_γόνυ
γοῦν	particle	lex16828.1_γοῦν
γοῦνα	noun	lex17258.1_γόνυ
γράμμα	noun	lex16834.1_γράμμα
γράμμασι	noun	lex16834.1_γράμμα
γράφε	verb	lex16845.1_γράφω
γράφει	noun	lex16844.1_γράφος
γράφει	verb	lex16845.1_γράφω
γράφειν	verb	lex16845.1_γράφω
γράφεσθαι	verb	lex16845.1_γράφω
γράφεται	verb	lex16845.1_γράφω
γράφηται	verb	lex16845.1_γράφω
γράφοιμεν	verb	lex16845.1_γράφω
γράφομεν	verb	lex16845.1_γράφω
γράφοντα	verb	lex16845.1_γράφω
γράφοντας	verb	lex16845.1_γράφω
γράφοντες	verb	lex16845.1_γράφω
γράφοντος	verb	lex16845.1_γράφω
γράφων	verb	lex16845.1_γράφω
γράψαι	verb	lex16845.1_γράφω
γράψαντα	verb	lex16845.1_γράφω
γράψαντι	verb	lex16845.1_γράφω
γράψεν	verb	lex16845.1_γράφω
γραμματικοὶ	adjective	lex16881.1_γραμματικός
γραμματικός	adjective	lex16881.1_γραμματικός
γραμματικῶν	adjective	lex16881.1_γραμματικός
γραμματικῷ	adjective	lex16881.1_γραμματικός
γραμματιστῶν	noun	lex16883.1_γραμματιστής
γραπτέον	adjective	lex16915.1_γραπτέος
γραπτοῖς	adjective	lex16918.1_γραπτός
γραπτέον	adjective	lex16915.1_γραπτέος
γραφέσθω	verb	lex16845.1_γράφω
γραφήν	noun	lex16924.1_γραφής
γραφήν	noun	lex16923.1_γραφή
γραφικὸν	adjective	lex16931.1_γραφικός
γραφικῶς	adjective	lex16931.1_γραφικός
γραφόμενον	verb	lex16845.1_γράφω
γραφόμενος	verb	lex16845.1_γράφω
γραφὴν	noun	lex16923.1_γραφή
γραφὴν	noun	lex16924.1_γραφής
γραφήν	noun	lex16924.1_γραφής
γραφήν	noun	lex16923.1_γραφή
γραφόμενον	verb	lex16845.1_γράφω
γραφῆ	noun	lex16924.1_γραφής
γραφῇ	noun	lex16923.1_γραφή
γραφῇ	noun	lex16924.1_γραφής
γραφῇ	verb	lex16845.1_γράφω
γραφῇ	noun	lex16929.1_γραφεύς
γραῒ	noun	lex16943.1_γραῦς
γραῖα	noun	lex16940.1_γραῖα
γραῖα	adjective	lex16941.1_γραῖος
γράμμασι	noun	lex16834.1_γράμμα
γράμμασιν	noun	lex16834.1_γράμμα
γράμματα	noun	lex16834.1_γράμμα
γράφει	noun	lex16844.1_γράφος
γράφει	verb	lex16845.1_γράφω
γράφειν	verb	lex16845.1_γράφω
γράφεσθαι	verb	lex16845.1_γράφω
γράφεται	verb	lex16845.1_γράφω
γράφηται	verb	lex16845.1_γράφω
γράφοντι	verb	lex16845.1_γράφω
γράφων	verb	lex16845.1_γράφω
γράψαι	verb	lex16845.1_γράφω
γράψαντα	verb	lex16845.1_γράφω
γράψας	verb	lex16845.1_γράφω
γυιώσειν	verb	lex17059.1_γυιόω
γυιώσωμεν	verb	lex17059.1_γυιόω
γυμνάζειν	verb	lex17067.1_γυμνάζω
γυμναζόμενα	verb	lex17067.1_γυμνάζω
γυμνικοὺς	adjective	lex17092.1_γυμνικός
γυμνικὸν	adjective	lex17092.1_γυμνικός
γυμνοὺς	adjective	lex17111.1_γυμνός
γυμνοῖς	adjective	lex17111.1_γυμνός
γυμνοῖς	verb	lex17114.1_γυμνόω
γυμνοῦ	verb	lex17114.1_γυμνόω
γυμνοῦ	adjective	lex17111.1_γυμνός
γυμνωθέντα	verb	lex17114.1_γυμνόω
γυμνὸν	adjective	lex17111.1_γυμνός
γυμνὸς	adjective	lex17111.1_γυμνός
γυναικ'	noun	lex17115.1_γυνή
γυναικί	noun	lex17115.1_γυνή
γυναικείους	adjective	lex17126.1_γυναικεῖος
γυναικεῖον	adjective	lex17126.1_γυναικεῖος
γυναικοκρατεῖται	verb	lex17139.1_γυναικοκρατέομαι
γυναικοκρατεῖται	verb	lex17140.1_γυναικοκρατέω
γυναικομανής	adjective	lex17144.1_γυναικομανής
γυναικοπρόσωπος	adjective	lex17154.1_γυναικοπρόσωπος
γυναικός	noun	lex17115.1_γυνή
γυναικὶ	noun	lex17115.1_γυνή
γυναικὸς	noun	lex17115.1_γυνή
γυναικός	noun	lex17115.1_γυνή
γυναικῶδες	adjective	lex17174.1_γυναικώδης
γυναικῶν	noun	lex17115.1_γυνή
γυναικῶν	verb	lex17173.1_γυναικόω
γυναιμανὲς	adjective	lex17176.1_γυναιμανής
γυναιξίν	noun	lex17115.1_γυνή
γυναιξὶ	noun	lex17115.1_γυνή
γυναιξὶν	noun	lex17115.1_γυνή
γυναιξίν	noun	lex17115.1_γυνή
γυναῖκα	noun	lex17115.1_γυνή
γυναῖκας	noun	lex17115.1_γυνή
γυναῖκες	noun	lex17115.1_γυνή
γυνὴ	noun	lex17115.1_γυνή
γυάλοισιν	noun	lex17263.1_γύαλον
γυάλοισιν	noun	lex17264.1_γύαλος
γυῖα	noun	lex17217.1_γυῖον
γόνατα	noun	lex17258.1_γόνυ
γόνον	noun	lex17257.1_γόνος
γόνυ	noun	lex17258.1_γόνυ
γόνω	noun	lex17257.1_γόνος
γόοις	noun	lex17259.1_γόος
γόου	noun	lex17259.1_γόος
γόου	verb	lex16691.1_γοάω
γύαλον	noun	lex17263.1_γύαλον
γύαλον	noun	lex17264.1_γύαλος
γύη	verb	lex101988.1_ἐγγυάω
γύη	noun	lex17266.1_γύης1
γύη	noun	lex17267.1_γύης2
γύην	noun	lex17266.1_γύης1
γύην	noun	lex17267.1_γύης2
γύην	verb	lex101988.1_ἐγγυάω
γύοις	noun	lex17277.1_γύον
γύοις	noun	lex17278.1_γύος
γύπεσσιν	noun	lex17285.1_γύψ
γὰρ	particle	lex15537.1_γάρ
γάλως	noun	lex15522.1_γάλοως
γάμον	noun	lex15527.1_γάμος
γάμου	noun	lex15527.1_γάμος
γάμους	noun	lex15527.1_γάμος
γάμων	noun	lex15527.1_γάμος
γάνυσθαι	verb	lex15531.1_γάνυμαι
γάρ	particle	lex15537.1_γάρ
γέ	particle	lex15916.1_γε
γέγονε	verb	lex15628.1_γίγνομαι
γέγονεν	verb	lex15628.1_γίγνομαι
γέγραφεν	verb	lex16845.1_γράφω
γέλοιον	adjective	lex15569.1_γέλοιος
γέλωτα	noun	lex15572.1_γέλως
γένει	noun	lex15587.1_γένος
γένηται	verb	lex15628.1_γίγνομαι
γένναι	noun	lex15583.1_γέννα
γένναι	noun	lex15584.1_γέννας
γένοισθε	verb	lex15628.1_γίγνομαι
γένοιτο	verb	lex15628.1_γίγνομαι
γένοντο	verb	lex15628.1_γίγνομαι
γένος	noun	lex15587.1_γένος
γένωνται	verb	lex15628.1_γίγνομαι
γέρας	noun	lex15597.1_γέρας
γέρον	noun	lex15605.1_γέρων
γέροντας	noun	lex15605.1_γέρων
γέροντες	noun	lex15605.1_γέρων
γέρουσιν	noun	lex15605.1_γέρων
γέρων	noun	lex15605.1_γέρων
γέφυραν	noun	lex15606.1_γέφυρα
γήμαντα	verb	lex15783.1_γαμέω
γήρας	verb	lex16295.1_γηράσκω
γήρας	verb	lex16296.1_γηράω
γήρας	noun	lex17295.1_γῆρας
γήρως	noun	lex17295.1_γῆρας
γίνεσθαι	verb	lex15628.1_γίγνομαι
γίνεται	verb	lex15628.1_γίγνομαι
γίνοιτο	verb	lex15628.1_γίγνομαι
γίνονται	verb	lex15628.1_γίγνομαι
γίνωσκε	verb	lex16343.1_γιγνώσκω
γόνιμον	adjective	lex17256.1_γόνιμος
γόνυ	noun	lex17258.1_γόνυ
γύαλα	noun	lex17263.1_γύαλον
γύαλον	noun	lex17263.1_γύαλον
γύαλον	noun	lex17264.1_γύαλος
γ᾽	particle	lex15916.1_γε
γῆ	noun	lex17292.1_γῆ
γῆ	noun	lex1035.1_Γαῖα
γῆν	noun	lex17292.1_γῆ
γῆν	noun	lex1035.1_Γαῖα
γῆρας	noun	lex17295.1_γῆρας
γῆρυς	noun	lex17297.1_γῆρυς
γῆς	noun	lex1035.1_Γαῖα
γῆς	noun	lex17292.1_γῆ
γῇ	noun	lex17292.1_γῆ
γῇ	noun	lex1035.1_Γαῖα
δ'	particle	lex17379.1_δέ
δάκρυ	noun	lex17318.1_δάκρυον
δάκρυα	noun	lex17318.1_δάκρυον
δάκρυον	verb	lex17861.1_δακρύω
δάκρυον	noun	lex17318.1_δάκρυον
δάκτυλον	noun	lex17319.1_δάκτυλος
δάκτυλος	noun	lex17319.1_δάκτυλος
δάμασον	verb	lex17899.1_δαμάζω
δάμασσε	verb	lex17899.1_δαμάζω
δάμεν	verb	lex17899.1_δαμάζω
δάνει	noun	lex17334.1_δάνος
δάνειον	noun	lex17332.1_δάνειον
δάπτω	noun	lex17343.1_δάπτης
δάπτω	verb	lex17344.1_δάπτω
δάσεα	noun	lex17363.1_δάσος
δάσκιος	adjective	lex17360.1_δάσκιος
δάφναις	noun	lex17370.1_δάφνη
δάφνην	noun	lex17370.1_δάφνη
δάϊ	noun	http://data.perseus.org/collections/_δάις2
δάϊν	noun	http://data.perseus.org/collections/_δάις2
δάϊς	noun	lex17754.1_δαίς3
δέ	particle	lex17379.1_δέ
δέδασται	verb	lex18016.1_δατέομαι
δέδεικται	verb	lex18078.1_δείκνυμι
δέδεκται	verb	lex17456.1_δέχομαι
δέδεξο	verb	lex17456.1_δέχομαι
δέδιεν	verb	lex18072.1_δείδω
δέδωκα	verb	lex17525.1_δίδωμι
δέει	verb	lex17460.1_δέω2
δέει	noun	lex17421.1_δέος
δέει	verb	lex17459.1_δέω1
δέει	verb	lex17419.1_δέομαι
δέει	verb	lex18640.1_δεῖ
δέελον	adjective	lex23675.1_δῆλος
δέελον	adjective	lex17384.1_δέελος
δέκα	verb	lex18297.1_δεκάω
δέκα	numeral	lex17388.1_δέκα
δέκατος	adjective	lex17390.1_δέκατος
δέκτο	verb	lex17456.1_δέχομαι
δέμας	noun	lex17407.1_δέμας
δένδρα	noun	lex17413.1_δένδρον
δένδρον	noun	lex17413.1_δένδρον
δένδρῳ	noun	lex17413.1_δένδρον
δέξασθαι	verb	lex18078.1_δείκνυμι
δέξασθαι	verb	lex17456.1_δέχομαι
δέξατο	verb	lex17456.1_δέχομαι
δέξατο	verb	lex18078.1_δείκνυμι
δέξατό	verb	lex17456.1_δέχομαι
δέξατό	verb	lex18078.1_δείκνυμι
δέξεται	verb	lex18078.1_δείκνυμι
δέξεται	verb	lex17456.1_δέχομαι
δέξομαι	verb	lex18078.1_δείκνυμι
δέξομαι	verb	lex17456.1_δέχομαι
δέοι	verb	lex17459.1_δέω1
δέοι	verb	lex17460.1_δέω2
δέοι	verb	lex18640.1_δεῖ
δέον	verb	lex18640.1_δεῖ
δέον	verb	lex17460.1_δέω2
δέον	noun	lex17420.1_δέον
δέον	verb	lex17459.1_δέω1
δέονται	verb	lex17419.1_δέομαι
δέονται	verb	lex17459.1_δέω1
δέονται	verb	lex17460.1_δέω2
δέοντος	verb	lex17460.1_δέω2
δέοντος	verb	lex17459.1_δέω1
δέοντος	verb	lex18640.1_δεῖ
δέοντος	noun	lex17420.1_δέον
δέος	noun	lex17421.1_δέος
δέοσ	noun	lex17421.1_δέος
δέους	noun	lex17421.1_δέος
δέπας	noun	lex17422.1_δέπας
δέπασσι	noun	lex17422.1_δέπας
δέρας	noun	lex18218.1_δειρή
δέρας	noun	lex17433.1_δέρος
δέρκεσθαι	verb	lex17428.1_δέρκομαι
δέρμα	noun	lex17429.1_δέρμα
δέρματι	noun	lex17429.1_δέρμα
δέρματος	noun	lex17429.1_δέρμα
δέσποτα	noun	lex18571.1_δεσπότης
δέχαται	verb	lex17456.1_δέχομαι
δέχεσθαι	verb	lex17456.1_δέχομαι
δέχεται	verb	lex17456.1_δέχομαι
δέχθαι	verb	lex17456.1_δέχομαι
δέω	verb	lex18640.1_δεῖ
δέω	verb	lex17459.1_δέω1
δέω	verb	lex17460.1_δέω2
δέῃ	verb	lex17459.1_δέω1
δέῃ	verb	lex17419.1_δέομαι
δέῃ	verb	lex18640.1_δεῖ
δέῃ	verb	lex17460.1_δέω2
δή	particle	lex17462.1_δή
δήεις	verb	lex17482.1_δήω
δήετε	verb	lex17482.1_δήω
δήθ'	adverb	lex18656.1_δηθά
δήλωσιν	noun	lex17469.1_δήλωσις
δήμια	adjective	lex17472.1_δήμιος
δήμου	noun	lex23677.1_δῆμος
δήμους	noun	lex23677.1_δῆμος
δήμῳ	noun	lex23677.1_δῆμος
δήουσιν	verb	lex17482.1_δήω
δήσαντε	verb	lex17460.1_δέω2
δήσαντε	verb	lex17459.1_δέω1
δήσαντες	verb	lex17460.1_δέω2
δήσαντες	verb	lex17459.1_δέω1
δήσας	verb	lex17459.1_δέω1
δήσας	verb	lex17460.1_δέω2
δήϊοι	adjective	lex17310.1_δάιος
δήϊος	adjective	lex17310.1_δάιος
δία	adjective	lex23684.1_δῖος
δίαιταν	noun	lex17486.1_δίαιτα
δίαν	adjective	lex23684.1_δῖος
δίδη	verb	lex17518.1_δίδημι
δίδοσθαι	verb	lex17525.1_δίδωμι
δίδοται	verb	lex17525.1_δίδωμι
δίδου	verb	lex17525.1_δίδωμι
δίδου	verb	lex17518.1_δίδημι
δίδυμοι	adjective	lex17523.1_δίδυμος
δίδυμοσ	adjective	lex17523.1_δίδυμος
δίδωσι	verb	lex17525.1_δίδωμι
δίδωσιν	verb	lex17525.1_δίδωμι
δίενται	verb	lex17530.1_δίεμαι
δίεπε	verb	lex19135.1_διέπω
δίεσαν	verb	lex17530.1_δίεμαι
δίεσαν	verb	lex19156.1_διίημι
δίεσθαι	verb	lex17530.1_δίεμαι
δίεσθαι	verb	lex17734.1_δίω
δίη	verb	lex17530.1_δίεμαι
δίη	adjective	lex23684.1_δῖος
δίημι	verb	lex17530.1_δίεμαι
δίηται	verb	lex17734.1_δίω
δίηται	verb	lex19156.1_διίημι
δίκαζον	verb	lex20903.1_δικάζω
δίκαι	noun	lex17565.1_δίκη
δίκαιον	adjective	lex17554.1_δίκαιος
δίκαιος	adjective	lex17554.1_δίκαιος
δίκαιόν	adjective	lex17554.1_δίκαιος
δίκας	noun	lex17565.1_δίκη
δίκην	noun	lex17565.1_δίκη
δίκης	noun	lex17565.1_δίκη
δίμοιρον	adjective	lex17612.1_δίμοιρος
δίνη	noun	lex17616.1_δίνη
δίνη	verb	lex21075.1_δινέω
δίνης	verb	lex21077.1_δινεύω
δίνης	verb	lex21075.1_δινέω
δίνης	noun	lex17616.1_δίνη
δίνῃ	noun	lex17616.1_δίνη
δίνῃ	verb	lex17621.1_δίνω
δίοδον	noun	lex17625.1_δίοδος
δίου	verb	lex17734.1_δίω
δίου	adjective	lex23684.1_δῖος
δίου	verb	lex17530.1_δίεμαι
δίπτυχα	adjective	lex17658.1_δίπτυχος
δίς	adverb	lex17669.1_δίς
δίσκον	noun	lex17677.1_δίσκος
δίστεγον	adjective	lex17681.1_δίστεγος
δίυγρον	adjective	lex17695.1_δίυγρος
δίφθογγον	adjective	lex17699.1_δίφθογγος
δίφθογγος	adjective	lex17699.1_δίφθογγος
δίφρα	noun	lex17703.1_δίφρας
δίφροι	noun	lex17707.1_δίφρος
δίφρον	noun	lex17707.1_δίφρος
δίφρος	noun	lex17707.1_δίφρος
δίφρου	noun	lex17707.1_δίφρος
δίφρω	noun	lex17707.1_δίφρος
δίφρων	noun	lex17707.1_δίφρος
δίφρῳ	noun	lex17707.1_δίφρος
δίχα	verb	lex21427.1_διχάω
δίχα	adverb	lex17710.1_δίχα
δίψους	noun	lex17732.1_δίψος
δίω	adjective	lex23684.1_δῖος
δίω	verb	lex17734.1_δίω
δίωκε	verb	lex21580.1_διώκω
δίωνται	verb	lex17734.1_δίω
δίωνται	verb	lex19156.1_διίημι
δίωνται	verb	lex17419.1_δέομαι
δίωξιν	noun	lex17736.1_δίωξις
δίῃ	verb	lex19156.1_διίημι
δίῃ	adjective	lex23684.1_δῖος
δίῃ	verb	lex17734.1_δίω
δαΐ	noun	lex17753.1_δαίς1
δαΐ	particle	lex17746.1_δαί
δαΐδων	noun	lex17753.1_δαίς1
δαΐμονες	noun	lex17751.1_δαίμων
δαΐξαι	verb	lex17749.1_δαίζω
δαΐς	noun	lex17754.1_δαίς3
δαΐς	noun	lex17753.1_δαίς1
δαΐφρον	adjective	lex17760.1_δαίφρων
δαΐφρονι	adjective	lex17760.1_δαίφρων
δαΐφρονος	adjective	lex17760.1_δαίφρων
δαί̈φρονος	adjective	lex17760.1_δαίφρων
δαίδαλα	adjective	lex17748.1_δαίδαλος
δαίδαλα	verb	lex17779.1_δαιδάλλω
δαίμονά	noun	lex17751.1_δαίμων
δαίμονάς	noun	lex17751.1_δαίμων
δαίμονα	noun	lex17751.1_δαίμων
δαίμονας	noun	lex17751.1_δαίμων
δαίμονες	noun	lex17751.1_δαίμων
δαίμονι	noun	lex17751.1_δαίμων
δαίμονος	noun	lex17751.1_δαίμων
δαίμοσιν	noun	lex17751.1_δαίμων
